team_api_id,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
9773,2010-02-22 00:00:00,30,30,60,60,60,30,30,30
9773,2011-02-22 00:00:00,50,50,50,65,65,55,43,65
9773,2012-02-22 00:00:00,52,53,56,72,68,61,49,60
9773,2013-09-20 00:00:00,52,53,56,72,68,58,60,57
9773,2014-09-19 00:00:00,52,53,56,66,68,58,60,60
9773,2015-09-10 00:00:00,70,53,56,66,68,58,60,60
9908,2010-02-22 00:00:00,45,45,33,50,67,30,30,30
9908,2011-02-22 00:00:00,66,45,41,69,72,34,57,34
9908,2012-02-22 00:00:00,47,52,52,54,52,45,49,47
9908,2013-09-20 00:00:00,47,52,52,54,60,45,49,47
9908,2014-09-19 00:00:00,50,52,55,49,52,45,49,47
9908,2015-09-10 00:00:00,50,54,55,64,28,54,58,47
9824,2015-09-10 00:00:00,53,56,38,53,46,42,33,58
10243,2010-02-22 00:00:00,45,60,45,70,50,50,55,50
10243,2011-02-22 00:00:00,48,56,49,61,55,54,49,60
10243,2012-02-22 00:00:00,62,46,50,50,54,47,43,56
10243,2013-09-20 00:00:00,62,46,50,50,54,47,43,56
10243,2014-09-19 00:00:00,62,46,47,50,54,47,43,56
10243,2015-09-10 00:00:00,62,46,47,50,54,47,43,56
10235,2010-02-22 00:00:00,30,30,44,41,46,30,30,30
10235,2011-02-22 00:00:00,47,53,43,33,32,48,59,53
10235,2012-02-22 00:00:00,38,34,60,44,50,43,43,54
10235,2013-09-20 00:00:00,44,44,48,62,50,43,43,40
10235,2014-09-19 00:00:00,54,60,48,67,50,43,43,40
10235,2015-09-10 00:00:00,50,48,48,67,31,43,46,40
8535,2010-02-22 00:00:00,67,30,50,60,60,45,30,60
8535,2011-02-22 00:00:00,49,50,50,60,60,45,45,50
8535,2012-02-22 00:00:00,45,50,65,50,50,45,45,50
8535,2013-09-20 00:00:00,53,51,64,51,53,47,47,51
8535,2014-09-19 00:00:00,34,33,68,51,53,58,59,67
8535,2015-09-10 00:00:00,34,33,68,51,53,58,59,61
8194,2010-02-22 00:00:00,65,35,70,50,52,45,70,54
8194,2011-02-22 00:00:00,51,38,52,40,54,46,59,34
8194,2012-02-22 00:00:00,67,47,67,68,55,56,57,52
8194,2013-09-20 00:00:00,41,69,55,68,52,24,48,45
8194,2014-09-19 00:00:00,72,57,55,49,37,47,48,50
8194,2015-09-10 00:00:00,47,47,55,68,55,56,57,52
8358,2010-02-22 00:00:00,50,30,30,70,60,55,50,50
8358,2011-02-22 00:00:00,50,47,47,41,34,41,42,50
8358,2012-02-22 00:00:00,52,61,62,50,42,30,50,39
8358,2013-09-20 00:00:00,59,38,55,39,43,53,62,37
8358,2014-09-19 00:00:00,39,48,55,33,44,59,60,39
8358,2015-09-10 00:00:00,59,38,55,44,45,53,62,29
9891,2010-02-22 00:00:00,30,30,30,45,65,30,30,65
9891,2011-02-22 00:00:00,70,48,46,45,65,61,67,65
9891,2015-09-10 00:00:00,63,46,51,50,50,55,57,47
9879,2010-02-22 00:00:00,60,70,70,70,50,40,35,40
9879,2011-02-22 00:00:00,50,55,45,55,40,45,35,50
9879,2012-02-22 00:00:00,48,45,38,62,54,38,38,62
9879,2013-09-20 00:00:00,52,49,49,56,59,39,39,57
9879,2014-09-19 00:00:00,52,56,58,41,54,29,28,39
9879,2015-09-10 00:00:00,52,48,39,54,59,29,30,39
9987,2010-02-22 00:00:00,45,45,50,35,60,70,65,70
9987,2011-02-22 00:00:00,66,52,65,66,51,48,47,54
9987,2012-02-22 00:00:00,53,55,55,48,56,47,45,55
9987,2013-09-20 00:00:00,58,38,67,48,56,47,45,55
9987,2014-09-19 00:00:00,58,38,67,48,56,47,45,55
9987,2015-09-10 00:00:00,58,38,30,69,56,36,57,70
10233,2010-02-22 00:00:00,70,50,70,40,65,40,65,30
10233,2011-02-22 00:00:00,65,35,50,50,50,54,65,35
10233,2012-02-22 00:00:00,50,50,50,50,50,45,45,50
10233,2013-09-20 00:00:00,64,38,66,67,49,46,47,53
10233,2014-09-19 00:00:00,64,68,66,53,49,23,47,53
10233,2015-09-10 00:00:00,64,68,66,45,23,27,47,53
9991,2010-02-22 00:00:00,70,65,60,50,60,45,50,40
9991,2011-02-22 00:00:00,55,55,54,74,56,61,39,38
9991,2012-02-22 00:00:00,50,47,55,66,47,48,45,52
9991,2013-09-20 00:00:00,50,37,28,66,34,50,53,40
9991,2014-09-19 00:00:00,50,37,28,66,34,55,59,52
9991,2015-09-10 00:00:00,50,37,42,66,34,49,54,52
8305,2010-02-22 00:00:00,30,35,35,50,70,40,30,50
8305,2011-02-22 00:00:00,54,45,38,54,57,59,39,66
8305,2012-02-22 00:00:00,25,40,58,42,52,49,45,47
8305,2013-09-20 00:00:00,29,40,58,42,52,49,45,47
8305,2014-09-19 00:00:00,35,40,58,42,52,49,45,47
8305,2015-09-10 00:00:00,34,38,55,39,49,43,42,49
6391,2013-09-20 00:00:00,61,52,55,66,58,47,46,53
6391,2015-09-10 00:00:00,48,52,55,53,55,42,46,53
9764,2012-02-22 00:00:00,46,41,54,52,46,39,57,53
9764,2013-09-20 00:00:00,46,41,54,52,46,39,57,53
9764,2014-09-19 00:00:00,65,41,54,47,46,39,40,53
9764,2015-09-10 00:00:00,68,41,54,47,46,39,40,53
8569,2010-02-22 00:00:00,30,50,45,40,70,65,70,65
8569,2011-02-22 00:00:00,47,27,45,51,54,48,60,37
8569,2012-02-22 00:00:00,52,67,52,73,50,47,45,35
8569,2013-09-20 00:00:00,52,43,52,37,50,47,45,40
8569,2015-09-10 00:00:00,52,43,52,37,50,47,45,40
6433,2014-09-19 00:00:00,55,42,37,42,53,43,47,51
6433,2015-09-10 00:00:00,58,64,37,42,52,43,47,51
8019,2015-09-10 00:00:00,41,59,41,44,54,52,47,50
8020,2010-02-22 00:00:00,30,50,45,35,70,60,70,55
8020,2011-02-22 00:00:00,46,38,36,33,53,53,54,55
7878,2011-02-22 00:00:00,53,52,54,59,55,54,49,67
7878,2012-02-22 00:00:00,48,37,72,76,52,49,45,68
7878,2013-09-20 00:00:00,52,37,72,76,52,49,45,68
7878,2014-09-19 00:00:00,52,37,67,68,52,49,45,64
7878,2015-09-10 00:00:00,57,59,61,63,51,48,45,62
9956,2010-02-22 00:00:00,30,50,55,70,55,40,60,60
9956,2011-02-22 00:00:00,67,53,55,66,63,43,48,62
9956,2012-02-22 00:00:00,50,54,52,54,46,36,43,47
9956,2013-09-20 00:00:00,50,54,52,54,46,36,43,47
9956,2014-09-19 00:00:00,50,54,52,54,46,36,43,47
9956,2015-09-10 00:00:00,50,54,52,54,46,36,43,47
9855,2010-02-22 00:00:00,70,70,65,60,70,70,55,70
9855,2011-02-22 00:00:00,50,50,50,50,50,45,45,50
8357,2010-02-22 00:00:00,55,45,30,70,70,40,55,60
8357,2011-02-22 00:00:00,59,40,56,54,48,59,46,53
8357,2012-02-22 00:00:00,68,45,54,44,43,48,56,66
8357,2013-09-20 00:00:00,57,53,54,49,46,36,56,33
8357,2014-09-19 00:00:00,66,38,56,40,52,49,48,62
8357,2015-09-10 00:00:00,54,53,54,49,46,48,56,66
9747,2010-02-22 00:00:00,35,30,45,55,70,30,65,30
9747,2012-02-22 00:00:00,52,48,53,49,48,33,43,49
9747,2013-09-20 00:00:00,52,48,53,49,59,46,43,49
9747,2014-09-19 00:00:00,63,48,53,49,48,43,47,49
9747,2015-09-10 00:00:00,63,58,42,56,36,49,47,49
9790,2010-02-22 00:00:00,70,60,70,60,70,70,45,60
9790,2011-02-22 00:00:00,52,29,61,58,54,60,55,52
9790,2012-02-22 00:00:00,46,40,60,55,39,55,47,48
9790,2013-09-20 00:00:00,34,38,34,59,48,45,35,58
9790,2014-09-19 00:00:00,45,58,60,73,62,45,32,63
9790,2015-09-10 00:00:00,42,52,62,58,47,44,41,49
8429,2010-02-22 00:00:00,70,70,70,70,60,60,65,70
8429,2011-02-22 00:00:00,66,52,52,53,34,46,47,52
8429,2015-09-10 00:00:00,48,47,73,53,71,55,48,52
9904,2010-02-22 00:00:00,55,70,65,45,65,70,70,70
9904,2011-02-22 00:00:00,55,56,55,43,53,39,37,53
9904,2012-02-22 00:00:00,65,58,63,44,64,39,45,47
9904,2013-09-20 00:00:00,78,58,66,39,41,39,48,47
9904,2014-09-19 00:00:00,48,38,38,51,40,37,48,56
9904,2015-09-10 00:00:00,48,41,38,51,40,35,50,61
9860,2010-02-22 00:00:00,70,70,70,70,70,60,70,70
9860,2011-02-22 00:00:00,66,53,53,68,66,56,68,66
9860,2012-02-22 00:00:00,55,62,55,60,60,50,52,57
9860,2013-09-20 00:00:00,52,53,59,60,64,52,53,57
9860,2014-09-19 00:00:00,55,62,55,61,60,49,52,57
9791,2010-02-22 00:00:00,30,45,31,43,59,30,30,30
9791,2011-02-22 00:00:00,69,45,40,70,45,36,66,34
9791,2012-02-22 00:00:00,43,27,55,58,60,33,43,47
9791,2013-09-20 00:00:00,39,32,40,42,66,47,43,47
9791,2014-09-19 00:00:00,46,32,48,58,59,60,62,47
9791,2015-09-10 00:00:00,50,61,48,58,59,60,62,47
10278,2010-02-22 00:00:00,40,30,50,35,70,35,35,50
10278,2011-02-22 00:00:00,54,55,53,40,59,48,58,53
10278,2012-02-22 00:00:00,53,54,60,58,60,50,52,58
10278,2013-09-20 00:00:00,53,54,60,58,60,50,52,58
10278,2014-09-19 00:00:00,53,54,60,58,60,50,52,58
8177,2010-02-22 00:00:00,60,50,45,55,55,55,30,55
8177,2011-02-22 00:00:00,59,43,56,50,66,50,43,55
8177,2012-02-22 00:00:00,48,45,45,51,46,50,50,55
8177,2013-09-20 00:00:00,40,55,63,46,63,50,38,55
8177,2014-09-19 00:00:00,68,55,51,59,59,41,60,51
8177,2015-09-10 00:00:00,47,55,59,68,45,50,45,57
10251,2010-02-22 00:00:00,70,70,60,70,70,60,70,70
10251,2011-02-22 00:00:00,48,51,52,64,52,47,47,51
10251,2012-02-22 00:00:00,55,44,46,48,44,42,40,40
10251,2013-09-20 00:00:00,60,46,58,48,44,47,46,60
10251,2014-09-19 00:00:00,55,44,47,43,49,43,41,40
8226,2010-02-22 00:00:00,70,30,70,55,55,65,70,65
8226,2011-02-22 00:00:00,75,35,72,51,68,68,50,52
8226,2012-02-22 00:00:00,61,53,42,62,54,47,59,40
8226,2013-09-20 00:00:00,32,53,36,62,64,47,52,45
8226,2014-09-19 00:00:00,68,63,68,38,55,56,57,54
8226,2015-09-10 00:00:00,69,53,66,62,59,63,61,38
8667,2010-02-22 00:00:00,65,60,70,70,55,70,70,70
8667,2011-02-22 00:00:00,49,52,64,64,37,46,46,67
8667,2012-02-22 00:00:00,61,48,38,60,54,38,42,46
8667,2013-09-20 00:00:00,63,48,38,60,54,34,37,46
8667,2014-09-19 00:00:00,56,51,54,60,48,38,37,46
8667,2015-09-10 00:00:00,56,55,54,49,56,38,37,46
8234,2011-02-22 00:00:00,47,54,54,51,46,37,50,53
8234,2012-02-22 00:00:00,55,46,47,53,51,33,42,49
8234,2013-09-20 00:00:00,55,46,47,53,51,33,42,49
8234,2014-09-19 00:00:00,54,47,53,33,52,42,36,49
8234,2015-09-10 00:00:00,55,46,47,53,51,37,48,49
8636,2010-02-22 00:00:00,55,55,50,55,70,50,60,55
8636,2011-02-22 00:00:00,55,50,50,55,65,50,60,55
8636,2012-02-22 00:00:00,45,50,65,50,65,35,55,35
8636,2013-09-20 00:00:00,67,67,68,52,66,36,57,38
8636,2014-09-19 00:00:00,67,67,68,69,66,23,57,34
8636,2015-09-10 00:00:00,58,54,56,60,53,47,49,63
8066,2011-02-22 00:00:00,36,67,66,37,51,37,57,36
8066,2012-02-22 00:00:00,61,59,48,52,54,40,40,46
8066,2013-09-20 00:00:00,35,54,56,54,61,47,46,46
8066,2014-09-19 00:00:00,61,59,50,57,55,43,41,46
8066,2015-09-10 00:00:00,48,32,57,48,69,44,44,51
1957,2010-02-22 00:00:00,30,50,45,35,70,70,70,70
1957,2011-02-22 00:00:00,33,52,48,39,64,32,56,52
1957,2012-02-22 00:00:00,58,69,53,42,68,40,50,51
1957,2013-09-20 00:00:00,58,69,53,42,68,40,50,51
1957,2014-09-19 00:00:00,38,38,53,27,66,57,56,49
1957,2015-09-10 00:00:00,66,38,53,33,66,57,56,49
9885,2010-02-22 00:00:00,45,35,45,55,70,50,35,70
9885,2011-02-22 00:00:00,65,50,50,77,50,55,55,35
9885,2012-02-22 00:00:00,50,35,65,65,50,35,55,35
9885,2013-09-20 00:00:00,39,33,51,63,72,66,67,36
9885,2014-09-19 00:00:00,26,24,64,53,72,23,67,36
9885,2015-09-10 00:00:00,50,20,65,50,80,35,65,35
8350,2010-02-22 00:00:00,45,55,45,70,70,70,70,70
8350,2011-02-22 00:00:00,48,42,49,68,53,38,48,53
8350,2012-02-22 00:00:00,38,54,43,49,64,37,51,53
8350,2013-09-20 00:00:00,61,54,43,62,56,48,50,53
8350,2014-09-19 00:00:00,66,53,54,69,51,47,47,49
8350,2015-09-10 00:00:00,49,52,49,54,64,41,51,53
8295,2010-02-22 00:00:00,70,35,70,65,70,65,40,65
8295,2011-02-22 00:00:00,53,55,71,56,56,52,46,47
8295,2012-02-22 00:00:00,54,47,53,44,49,34,46,39
8295,2014-09-19 00:00:00,56,53,53,46,49,32,46,37
8295,2015-09-10 00:00:00,54,47,53,44,49,34,46,39
8597,2010-02-22 00:00:00,70,70,70,70,65,60,70,70
8597,2011-02-22 00:00:00,36,36,37,52,51,48,43,48
8597,2012-02-22 00:00:00,56,61,55,48,46,43,43,52
8597,2013-09-20 00:00:00,53,54,55,50,49,47,49,52
8597,2014-09-19 00:00:00,56,61,56,48,46,44,44,52
8597,2015-09-10 00:00:00,50,60,49,62,47,46,46,52
8245,2010-02-22 00:00:00,30,45,45,35,70,50,70,50
8245,2011-02-22 00:00:00,67,66,49,49,69,57,48,67
8245,2012-02-22 00:00:00,75,62,48,53,68,58,43,65
8245,2013-09-20 00:00:00,70,50,48,53,68,58,43,60
8245,2014-09-19 00:00:00,73,50,64,53,36,30,43,62
8245,2015-09-10 00:00:00,59,50,64,53,36,30,43,62
8571,2010-02-22 00:00:00,50,60,50,50,50,60,60,65
8571,2011-02-22 00:00:00,38,65,38,69,52,34,57,47
8571,2012-02-22 00:00:00,31,47,37,67,50,46,45,52
8571,2013-09-20 00:00:00,42,40,37,67,30,46,45,52
8571,2014-09-19 00:00:00,42,47,37,67,30,46,45,52
8571,2015-09-10 00:00:00,42,47,37,67,30,46,45,52
8203,2010-02-22 00:00:00,65,60,50,40,50,60,70,60
8203,2011-02-22 00:00:00,67,57,47,47,52,48,61,48
8203,2012-02-22 00:00:00,52,54,47,53,50,52,60,48
8203,2013-09-20 00:00:00,52,33,47,53,50,42,60,52
8203,2014-09-19 00:00:00,52,40,47,53,50,42,51,52
8203,2015-09-10 00:00:00,52,40,47,53,50,42,51,52
8306,2010-02-22 00:00:00,30,30,45,40,70,35,45,45
8306,2011-02-22 00:00:00,54,56,67,61,59,48,56,67
8306,2012-02-22 00:00:00,48,44,53,42,53,53,39,57
8306,2013-09-20 00:00:00,48,44,53,42,53,53,39,57
8306,2014-09-19 00:00:00,48,44,53,42,53,53,39,57
8306,2015-09-10 00:00:00,48,44,53,42,53,53,39,57
7730,2010-02-22 00:00:00,30,60,40,60,60,55,60,50
7730,2012-02-22 00:00:00,37,49,52,60,48,43,43,55
7730,2013-09-20 00:00:00,51,49,52,60,48,43,43,55
7730,2014-09-19 00:00:00,37,49,52,60,52,46,44,55
8543,2010-02-22 00:00:00,60,50,50,40,70,55,50,70
8543,2011-02-22 00:00:00,60,35,50,35,51,45,50,35
8543,2012-02-22 00:00:00,45,50,65,50,50,35,45,50
8543,2013-09-20 00:00:00,51,54,68,52,69,59,53,54
8543,2014-09-19 00:00:00,49,54,68,63,69,59,53,54
8543,2015-09-10 00:00:00,68,55,68,80,72,59,66,65
9746,2010-02-22 00:00:00,55,45,40,50,65,30,70,30
9746,2011-02-22 00:00:00,50,50,65,50,65,45,45,65
9746,2012-02-22 00:00:00,46,52,49,54,52,47,55,66
9746,2013-09-20 00:00:00,46,52,49,54,52,47,55,52
9746,2014-09-19 00:00:00,46,52,49,54,52,47,55,52
9746,2015-09-10 00:00:00,46,52,49,54,52,47,55,52
8682,2010-02-22 00:00:00,70,45,65,60,65,70,60,70
8682,2011-02-22 00:00:00,65,50,65,65,65,60,55,35
8682,2012-02-22 00:00:00,58,47,49,68,50,47,44,51
8682,2013-09-20 00:00:00,58,47,49,68,50,47,44,51
9888,2010-02-22 00:00:00,40,30,45,60,70,30,70,65
9888,2011-02-22 00:00:00,50,50,50,60,52,30,55,65
9888,2012-02-22 00:00:00,45,50,50,50,35,35,55,50
2182,2010-02-22 00:00:00,40,35,45,40,70,60,55,45
2182,2011-02-22 00:00:00,64,57,68,48,70,59,37,48
2182,2012-02-22 00:00:00,67,54,56,62,67,47,47,63
2182,2013-09-20 00:00:00,67,54,56,62,67,47,47,63
2182,2014-09-19 00:00:00,67,54,56,62,67,47,47,63
2182,2015-09-10 00:00:00,57,40,59,70,67,50,58,45
8030,2010-02-22 00:00:00,30,45,45,35,70,70,70,65
8030,2011-02-22 00:00:00,63,37,68,30,52,46,60,47
8030,2012-02-22 00:00:00,44,52,50,53,68,49,48,65
8030,2013-09-20 00:00:00,44,52,50,53,68,49,59,60
8030,2014-09-19 00:00:00,62,52,50,63,52,37,58,63
8030,2015-09-10 00:00:00,62,52,66,59,58,51,58,40
8673,2010-02-22 00:00:00,30,35,55,45,70,65,70,60
8673,2011-02-22 00:00:00,67,35,55,36,53,59,48,66
8673,2012-02-22 00:00:00,69,55,52,40,53,59,49,67
8673,2013-09-20 00:00:00,69,55,52,40,53,59,49,63
8673,2014-09-19 00:00:00,54,36,52,51,64,47,46,66
8673,2015-09-10 00:00:00,54,36,52,51,64,50,60,58
8197,2010-02-22 00:00:00,70,70,70,70,45,70,70,70
8197,2011-02-22 00:00:00,36,52,36,52,52,51,34,48
8197,2012-02-22 00:00:00,45,48,48,56,56,48,52,54
8197,2013-09-20 00:00:00,45,48,48,56,56,48,52,54
8197,2014-09-19 00:00:00,63,48,47,62,69,58,62,54
8197,2015-09-10 00:00:00,63,60,47,64,46,58,65,55
6421,2010-02-22 00:00:00,30,30,50,50,65,30,30,30
8588,2010-02-22 00:00:00,30,30,60,50,70,70,60,70
8588,2011-02-22 00:00:00,65,50,50,65,65,45,55,50
8588,2012-02-22 00:00:00,64,49,49,53,34,46,44,49
8588,2013-09-20 00:00:00,64,49,49,53,37,42,44,49
8588,2014-09-19 00:00:00,64,49,49,53,34,46,44,49
8588,2015-09-10 00:00:00,64,50,49,53,46,46,44,49
8581,2010-02-22 00:00:00,30,30,45,40,70,30,35,50
8581,2011-02-22 00:00:00,68,56,69,55,58,37,47,54
8581,2012-02-22 00:00:00,53,63,55,61,52,47,52,56
8581,2013-09-20 00:00:00,57,63,55,61,52,47,52,56
8581,2014-09-19 00:00:00,57,63,55,61,52,47,52,56
8581,2015-09-10 00:00:00,62,65,71,42,65,36,33,42
9989,2011-02-22 00:00:00,48,65,55,45,50,46,48,45
9989,2012-02-22 00:00:00,69,58,56,52,61,45,49,65
9989,2013-09-20 00:00:00,69,58,56,52,61,38,49,65
9989,2014-09-19 00:00:00,69,58,56,52,61,38,49,65
9989,2015-09-10 00:00:00,69,58,56,52,61,38,49,65
8639,2010-02-22 00:00:00,70,60,50,45,55,55,70,55
8639,2011-02-22 00:00:00,65,65,50,80,50,55,55,35
8639,2012-02-22 00:00:00,34,23,63,52,49,58,56,48
8639,2013-09-20 00:00:00,34,42,63,52,49,47,42,48
8639,2014-09-19 00:00:00,45,42,68,52,49,59,42,48
8639,2015-09-10 00:00:00,45,43,68,52,64,59,42,48
8650,2010-02-22 00:00:00,50,35,50,60,70,40,60,40
8650,2011-02-22 00:00:00,60,50,40,45,60,55,55,50
8650,2012-02-22 00:00:00,60,60,48,73,53,50,48,62
8650,2013-09-20 00:00:00,39,44,42,34,54,59,52,61
8650,2014-09-19 00:00:00,71,32,34,41,61,51,48,62
8650,2015-09-10 00:00:00,66,45,34,34,46,51,52,61
8537,2010-02-22 00:00:00,30,30,30,30,55,30,30,30
8537,2011-02-22 00:00:00,65,50,30,65,65,45,60,30
8537,2012-02-22 00:00:00,50,50,35,50,50,35,45,35
8537,2013-09-20 00:00:00,58,55,52,57,63,58,49,56
8537,2014-09-19 00:00:00,58,67,38,23,77,29,57,32
8537,2015-09-10 00:00:00,58,67,38,27,69,31,57,38
8244,2011-02-22 00:00:00,63,48,48,68,53,37,58,63
8244,2012-02-22 00:00:00,66,72,70,61,54,32,32,62
8244,2013-09-20 00:00:00,66,59,43,61,54,32,43,46
8244,2014-09-19 00:00:00,66,72,66,67,51,36,38,65
9994,2010-02-22 00:00:00,60,60,50,40,50,65,65,70
9994,2011-02-22 00:00:00,66,53,48,46,52,48,58,55
9994,2012-02-22 00:00:00,67,52,51,50,50,45,52,52
9994,2013-09-20 00:00:00,67,52,31,50,50,45,52,52
9994,2014-09-19 00:00:00,62,52,42,50,62,45,52,52
9994,2015-09-10 00:00:00,62,52,42,50,62,45,52,52
8689,2010-02-22 00:00:00,45,70,30,50,40,70,60,70
8689,2011-02-22 00:00:00,35,35,80,50,50,55,35,65
8689,2012-02-22 00:00:00,60,42,48,53,64,43,47,48
8689,2013-09-20 00:00:00,60,42,48,53,64,43,47,48
8689,2014-09-19 00:00:00,60,42,48,53,64,43,47,48
8689,2015-09-10 00:00:00,57,50,48,53,46,51,56,55
10199,2010-02-22 00:00:00,45,60,45,70,60,40,45,50
10199,2011-02-22 00:00:00,48,57,63,34,64,56,45,52
10199,2012-02-22 00:00:00,46,48,51,53,55,48,47,50
10199,2013-09-20 00:00:00,46,48,51,53,55,48,47,50
10199,2014-09-19 00:00:00,63,51,54,40,66,48,53,50
10199,2015-09-10 00:00:00,63,51,54,40,66,48,53,50
9748,2010-02-22 00:00:00,60,40,70,45,70,70,60,70
9748,2011-02-22 00:00:00,65,50,50,50,80,45,45,65
9748,2012-02-22 00:00:00,49,52,49,54,67,46,47,47
9748,2013-09-20 00:00:00,49,52,49,54,67,46,47,47
9748,2014-09-19 00:00:00,49,52,49,54,67,46,47,47
9748,2015-09-10 00:00:00,49,52,49,54,67,46,47,47
9905,2010-02-22 00:00:00,45,40,45,70,70,50,70,50
9905,2011-02-22 00:00:00,65,50,59,62,53,57,53,43
9905,2012-02-22 00:00:00,68,57,55,39,60,52,65,53
9905,2013-09-20 00:00:00,66,52,55,37,56,48,65,53
9905,2014-09-19 00:00:00,67,57,55,38,44,53,60,52
9905,2015-09-10 00:00:00,60,53,49,40,44,55,62,47
9864,2010-02-22 00:00:00,60,55,40,45,70,45,65,45
9864,2011-02-22 00:00:00,58,54,54,55,61,45,47,54
9864,2012-02-22 00:00:00,41,36,72,69,50,64,58,42
9864,2013-09-20 00:00:00,45,36,72,69,50,64,58,42
9864,2014-09-19 00:00:00,45,36,69,69,50,64,58,42
9864,2015-09-10 00:00:00,42,36,41,40,50,47,37,52
8661,2010-02-22 00:00:00,40,40,50,40,50,45,40,45
8661,2011-02-22 00:00:00,53,52,55,52,53,47,48,55
8661,2012-02-22 00:00:00,58,57,53,57,53,59,41,56
8661,2013-09-20 00:00:00,62,57,53,57,53,59,41,56
8661,2014-09-19 00:00:00,62,57,53,57,53,59,41,56
8661,2015-09-10 00:00:00,62,57,53,57,53,59,41,56
8456,2010-02-22 00:00:00,70,60,55,70,70,45,55,45
8456,2011-02-22 00:00:00,70,60,70,65,75,65,65,50
8456,2012-02-22 00:00:00,45,55,40,38,48,50,60,54
8456,2013-09-20 00:00:00,36,34,39,44,38,42,44,54
8456,2014-09-19 00:00:00,59,29,32,49,62,42,44,54
8456,2015-09-10 00:00:00,59,29,38,36,24,48,47,54
10260,2010-02-22 00:00:00,70,45,45,70,65,40,50,40
10260,2011-02-22 00:00:00,65,40,65,65,70,45,45,65
10260,2012-02-22 00:00:00,46,54,46,60,55,40,50,56
10260,2013-09-20 00:00:00,46,38,46,68,37,49,49,56
10260,2014-09-19 00:00:00,46,54,49,72,56,42,41,56
10260,2015-09-10 00:00:00,38,44,49,44,40,54,53,56
10212,2010-02-22 00:00:00,30,30,55,50,65,30,30,30
10212,2011-02-22 00:00:00,30,30,55,60,50,49,45,50
10212,2012-02-22 00:00:00,38,44,54,76,55,38,49,46
10212,2013-09-20 00:00:00,38,44,54,76,55,38,49,46
10212,2014-09-19 00:00:00,67,66,67,64,55,37,45,44
10212,2015-09-10 00:00:00,61,66,67,64,55,38,49,46
8592,2010-02-22 00:00:00,55,45,70,65,70,65,70,65
8592,2011-02-22 00:00:00,65,35,65,65,80,55,55,65
8592,2012-02-22 00:00:00,48,50,49,51,48,44,48,51
8592,2013-09-20 00:00:00,48,50,49,77,64,44,48,54
8592,2014-09-19 00:00:00,51,50,49,69,68,48,48,60
8592,2015-09-10 00:00:00,51,41,49,69,31,48,48,60
8550,2010-02-22 00:00:00,50,30,50,60,65,30,50,30
8550,2011-02-22 00:00:00,65,65,35,65,50,35,35,65
8550,2012-02-22 00:00:00,50,49,49,54,53,46,47,50
8550,2014-09-19 00:00:00,55,49,49,54,53,46,54,50
8550,2015-09-10 00:00:00,55,49,46,54,53,39,46,42
8549,2010-02-22 00:00:00,70,70,70,70,50,30,70,30
8549,2011-02-22 00:00:00,66,51,64,64,48,54,44,49
8549,2012-02-22 00:00:00,60,72,40,56,72,38,42,42
8549,2013-09-20 00:00:00,60,40,40,56,57,38,42,52
8549,2014-09-19 00:00:00,60,56,49,56,72,38,42,42
8549,2015-09-10 00:00:00,60,46,43,55,37,38,42,42
9829,2010-02-22 00:00:00,35,55,65,55,45,70,65,70
9829,2011-02-22 00:00:00,65,50,65,35,50,35,55,50
9829,2012-02-22 00:00:00,52,48,37,37,37,35,34,51
9829,2013-09-20 00:00:00,52,48,37,37,37,35,34,51
9829,2014-09-19 00:00:00,52,48,37,37,37,35,34,51
9829,2015-09-10 00:00:00,52,43,54,56,23,56,62,51
9998,2012-02-22 00:00:00,50,50,55,48,46,46,45,47
9998,2013-09-20 00:00:00,50,50,55,67,46,46,45,47
9998,2014-09-19 00:00:00,55,55,55,67,46,46,45,47
10249,2010-02-22 00:00:00,35,35,55,35,70,70,70,70
10249,2011-02-22 00:00:00,50,50,35,50,50,35,55,65
10249,2012-02-22 00:00:00,52,47,48,49,52,34,43,37
10249,2013-09-20 00:00:00,52,47,48,49,52,34,43,37
10249,2014-09-19 00:00:00,52,47,48,49,52,53,56,48
10249,2015-09-10 00:00:00,54,65,48,49,45,53,56,48
8348,2013-09-20 00:00:00,38,43,51,54,39,44,46,48
8348,2015-09-10 00:00:00,38,43,51,54,39,44,46,48
9927,2010-02-22 00:00:00,70,70,70,70,65,60,70,70
9927,2011-02-22 00:00:00,48,49,52,52,48,47,46,48
9927,2012-02-22 00:00:00,70,55,40,46,60,38,42,62
9927,2013-09-20 00:00:00,67,54,49,47,58,39,43,64
9927,2014-09-19 00:00:00,70,55,42,47,60,41,43,62
9927,2015-09-10 00:00:00,64,55,44,45,27,37,44,51
274581,2015-09-10 00:00:00,50,50,50,50,50,45,45,50
9996,2015-09-10 00:00:00,50,50,50,50,50,45,45,50
9996,2015-09-10 00:00:00,50,50,50,50,50,45,45,50
9761,2010-02-22 00:00:00,30,35,35,40,60,30,30,30
9761,2011-02-22 00:00:00,33,44,35,40,60,42,47,54
9761,2012-02-22 00:00:00,40,48,48,47,42,43,48,50
9761,2013-09-20 00:00:00,58,53,48,47,46,43,48,50
9761,2014-09-19 00:00:00,46,54,32,42,42,43,39,50
